"TOA5","CR3000_CCRdam","CR3000","13423","CR3000.Std.32.05","CPU:CCRdam_20220929.CR3","18304","ccre-waterquality"
"TIMESTAMP","RECORD","BattV","PTemp_C","wtr_1","wtr_2","wtr_3","wtr_4","wtr_5","wtr_6","wtr_7","wtr_8","wtr_9","wtr_10","wtr_11","wtr_12","wtr_13","EXO_Date_1","EXO_Time_1","EXO_wtr_1","Cond_1","SpCond_1","TDS_1","dosat_1","doobs_1","Chla_RFU_1","Chla_1","BGAPC_RFU_1","BGAPC_1","fDOM_RFU_1","fDOM_QSU_1","EXO_pressure_1","EXO_depth_1","EXO_battery_1","EXO_cablepower_1","EXO_wiper_1","EXO_Date_9","EXO_Time_9","EXO_wtr_9","Cond_9","SpCond_9","TDS_9","dosat_9","doobs_9","fDOM_RFU_9","fDOM_QSU_9","EXO_pressure_9","EXO_depth_9","EXO_battery_9","EXO_cablepower_9","EXO_wiper_9","Lvl_psi","Lvl_Temp_C"
"TS","RN","Volts","Deg C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","psi","deg C"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2022-12-25 04:50:00",12465,13.65,-5.368,6.366571,6.382104,6.400537,6.40188,6.38598,6.38067,6.386743,6.384332,6.390924,6.375787,6.385217,6.377862,6.411249,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",221225,44829,6.384,66.35,102.96,66.93,91.84,11.32,6.23,19.14,12.64,8.891,2.81,12.72,1.22,27.66194,6.407895
"2022-12-25 05:00:00",12466,13.71,-5.475,6.374902,6.385492,6.402002,6.402948,6.38775,6.384943,6.382776,6.379755,6.388055,6.370569,6.376794,6.369165,6.405115,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",221225,45829,6.387,66.35,102.94,66.91,91.75,11.31,6.21,19.09,12.64,8.889,2.81,12.79,1.22,27.66203,6.390382
"2022-12-25 05:10:00",12467,13.72,-5.548,6.360773,6.378229,6.410058,6.406732,6.396356,6.372919,6.374506,6.373559,6.381128,6.366479,6.372949,6.367029,6.398462,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",221225,50827,6.395,66.36,102.94,66.91,91.77,11.31,6.22,19.12,12.65,8.891,2.81,12.81,1.21,27.66309,6.386205
"2022-12-25 05:20:00",12468,13.68,-5.617,6.34472,6.381555,6.408868,6.408899,6.386011,6.373437,6.374994,6.371118,6.375085,6.362909,6.369348,6.36297,6.387964,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",221225,51828,6.381,66.34,102.95,66.92,91.74,11.31,6.23,19.13,12.64,8.888,2.81,12.82,1.21,27.66254,6.381708
"2022-12-25 05:30:00",12469,13.68,-5.66,6.318201,6.378137,6.376977,6.394403,6.374139,6.370874,6.37066,6.370935,6.377649,6.364648,6.374322,6.368982,6.392694,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",221225,52830,6.371,66.31,102.94,66.91,91.75,11.31,6.23,19.13,12.64,8.886,2.81,12.82,1.22,27.66148,6.395126
"2022-12-25 05:40:00",12470,13.68,-5.682,6.31994,6.362268,6.377862,6.388238,6.372034,6.371789,6.383264,6.380426,6.38598,6.373712,6.38479,6.377374,6.399591,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",221225,53830,6.392,66.36,102.94,66.91,91.79,11.31,6.24,19.17,12.64,8.888,2.81,12.82,1.22,27.66372,6.403806
"2022-12-25 05:50:00",12471,13.72,-5.707,6.350488,6.364038,6.371637,6.390436,6.380579,6.379266,6.387506,6.385217,6.387323,6.379846,6.389459,6.383508,6.406854,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",221225,54829,6.381,66.34,102.95,66.92,91.75,11.31,6.22,19.12,12.64,8.89,2.81,12.82,1.21,27.66451,6.406608
"2022-12-25 06:00:00",12472,13.73,-5.75,6.280633,6.355005,6.360712,6.371088,6.346918,6.382532,6.388544,6.387537,6.393426,6.376428,6.383691,6.382135,6.41369,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",221225,55829,6.375,66.33,102.96,66.92,91.76,11.31,6.24,19.16,12.64,8.889,2.81,12.82,1.21,27.66298,6.411739
"2022-12-25 06:10:00",12473,13.73,-5.819,6.313898,6.360193,6.376123,6.375482,6.376947,6.381708,6.385156,6.380151,6.389184,6.374902,6.382471,6.384088,6.393487,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",221225,60827,6.351,66.27,102.94,66.91,91.7,11.31,6.24,19.16,12.64,8.889,2.81,12.82,1.21,27.66155,6.379016
