"TOA5","CR3000_CCRdam","CR3000","13423","CR3000.Std.32.05","CPU:CCRdam_20230627.CR3","56586","ccre-waterquality"
"TIMESTAMP","RECORD","BattV","PTemp_C","wtr_1","wtr_2","wtr_3","wtr_4","wtr_5","wtr_6","wtr_7","wtr_8","wtr_9","wtr_10","wtr_11","wtr_12","wtr_13","EXO_Date_1","EXO_Time_1","EXO_wtr_1","Cond_1","SpCond_1","TDS_1","dosat_1","doobs_1","Chla_RFU_1","Chla_1","BGAPC_RFU_1","BGAPC_1","fDOM_RFU_1","fDOM_QSU_1","EXO_pressure_1","EXO_depth_1","EXO_battery_1","EXO_cablepower_1","EXO_wiper_1","EXO_Date_9","EXO_Time_9","EXO_wtr_9","Cond_9","SpCond_9","TDS_9","dosat_9","doobs_9","fDOM_RFU_9","fDOM_QSU_9","EXO_pressure_9","EXO_depth_9","EXO_battery_9","EXO_cablepower_9","EXO_wiper_9","Lvl_psi","Lvl_Temp_C"
"TS","RN","Volts","Deg C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","°C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","psi","deg C"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2023-09-01 19:30:00",9553,12.88,27.09,20.63091,17.68685,26.41046,26.24777,26.06079,25.84789,25.7023,24.34646,20.94094,14.20266,13.80175,13.32263,13.24551,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",230901,202741,19.878,76.22,84.48,54.91,66.32,6.04,6.01,18.47,10.11,7.123,2.86,12.12,1.22,24.6776,13.24707
"2023-09-01 19:40:00",9554,12.93,26.71,20.49291,17.56527,26.45629,26.36157,26.08007,25.78472,25.70745,24.45757,21.17791,14.18234,13.82275,13.31808,13.24703,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",230901,203741,19.831,76.16,84.51,54.93,66.14,6.03,5.98,18.39,10.12,7.127,2.86,12.12,1.22,24.67793,13.2503
"2023-09-01 19:50:00",9555,12.94,26.37,20.1423,18.1253,26.46978,26.43203,26.07394,25.81903,25.70599,24.46664,21.02551,14.18798,13.83868,13.31582,13.25335,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",230901,204742,19.643,75.92,84.57,54.97,65.31,5.98,6.09,18.72,10.12,7.128,2.86,12.12,1.23,24.67889,13.25247
"2023-09-01 20:00:00",9556,12.94,26.05,20.03823,18.38574,26.4605,26.44589,25.98568,25.82263,25.69998,24.70678,21.20663,14.20016,13.78347,13.31582,13.25469,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",230901,205741,19.436,75.71,84.71,55.06,63.4,5.83,6.1,18.75,10.12,7.127,2.86,12,1.23,24.67881,13.25486
"2023-09-01 20:10:00",9557,12.94,25.76,19.87405,18.57092,26.45947,26.44918,26.21002,25.79055,25.70126,24.64605,21.14694,14.37347,13.82183,13.31384,13.25323,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",230901,210741,19.156,75.41,84.89,55.18,61.09,5.65,6.17,18.97,10.12,7.13,2.86,11.99,1.23,24.67817,13.25311
"2023-09-01 20:20:00",9558,12.94,25.48,19.51309,18.52432,26.44372,26.43902,26.35296,25.82946,25.69985,24.59338,21.21633,14.46508,13.80798,13.31323,13.25225,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",230901,211742,19.394,75.69,84.77,55.1,62.29,5.73,6.14,18.86,10.12,7.13,2.86,12,1.22,24.67906,13.25053
"2023-09-01 20:30:00",9559,12.92,25.17,19.15179,18.60223,26.42721,26.42813,26.36999,25.85671,25.70242,24.66616,21.25491,14.53536,13.74639,13.31487,13.25375,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",230901,212740,19.516,75.78,84.64,55.02,63.82,5.86,6.09,18.73,10.13,7.133,2.86,12.05,1.22,24.67838,13.25285
"2023-09-01 20:40:00",9560,12.95,24.86,18.83477,18.33453,26.4219,26.40933,26.37133,25.8305,25.70138,24.53707,21.33306,14.5668,13.70529,13.31371,13.25613,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",230901,213741,19.305,75.49,84.71,55.06,62.82,5.79,6.11,18.78,10.13,7.133,2.86,12,1.21,24.67664,13.25492
"2023-09-01 20:50:00",9561,12.9,24.56,18.59439,18.14056,26.40231,26.41036,26.3648,25.816,25.70757,24.62408,21.07345,14.40466,13.68603,13.31094,13.25918,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",230901,214742,19.231,75.48,84.83,55.14,61.62,5.69,6.17,18.96,10.13,7.135,2.86,12.08,1.23,24.67992,13.25615
