:536&1611585866-1.9.0-281&17:296&32:194&33:213&18:105
&536&1611585903&17:843,5.2&32:147.6,6.1,995,14.83&33:190.7,6.4,1000,19.07&18:10000,4.7&0:27.1
&536&1611586225&17:840,5.3&32:147.7,6.1,995,14.84&33:191.0,6.4,1000,19.10&18:10000,4.8&0:27.5
&536&1611586565&17:840,5.3&32:147.9,6.2,996,14.85&33:191.1,6.4,1000,19.11&18:10000,4.8&0:27.2
&536&1611586865&17:834,5.2&32:147.8,6.1,995,14.85&33:191.0,6.4,1000,19.10&18:10000,4.7&0:25.6
&536&1611587165&17:831,4.9&32:148.1,5.8,995,14.88&33:190.8,6.4,1000,19.08&18:10000,4.7&0:25.5
&536&1611587465&17:0,0.0&32:148.1,5.7,994,14.90&33:191.1,6.3,1000,19.11&18:10000,4.7&0:25.1
&536&1611587765&17:844,4.5&32:148.3,5.5,993,14.94&33:191.0,6.2,1000,19.10&18:10000,4.6&0:24.6
&536&1611588065&17:862,4.5&32:147.9,5.4,992,14.91&33:191.1,6.2,999,19.13&18:10000,4.5&0:24.3
&536&1611588365&17:846,4.5&32:148.0,5.4,993,14.90&33:190.9,6.1,999,19.11&18:10000,4.5&0:24.1
&536&1611588665&17:0,0.0&32:148.1,5.3,992,14.92&33:191.1,6.1,999,19.12&18:65535,655.3&0:24.6
&536&1611588965&17:0,0.0&32:148.0,5.3,992,14.92&33:190.5,6.0,999,19.07&18:0,0.0&0:23.9
&536&1611589265&17:0,0.0&32:148.0,5.4,992,14.91&33:191.1,6.0,999,19.13&18:0,0.0&0:23.5
&536&1611589565&17:0,0.0&32:148.1,5.5,993,14.92&33:190.8,6.1,999,19.10&18:10000,4.4&0:23.3
&536&1611589865&17:0,0.0&32:148.0,5.5,993,14.90&33:190.9,6.1,999,19.11&18:10000,4.4&0:23.0
&536&1611590165&17:830,4.8&32:147.9,5.5,993,14.89&33:191.0,6.1,999,19.12&18:10000,4.5&0:22.6
&536&1611590465&17:830,4.7&32:147.7,5.6,993,14.87&33:190.9,6.1,999,19.11&18:10000,4.5&0:22.2
&536&1611590765&17:831,4.7&32:148.1,5.7,993,14.91&33:191.3,6.1,1000,19.13&18:10000,4.5&0:21.8
&536&1611591065&17:0,0.0&32:148.1,5.7,993,14.91&33:191.1,6.2,999,19.13&18:10000,4.5&0:21.6
&536&1611591365&17:830,4.7&32:148.3,5.6,993,14.94&33:191.0,6.2,999,19.12&18:10000,4.4&0:21.4
&536&1611591665&17:0,0.0&32:148.2,5.5,993,14.92&33:191.2,6.1,1000,19.12&18:10000,4.5&0:21.4
&536&1611591965&17:826,4.5&32:148.1,5.4,993,14.91&33:191.3,6.2,1000,19.13&18:10000,4.5&0:21.2
&536&1611592265&17:826,4.5&32:148.3,5.4,992,14.95&33:190.9,6.2,1000,19.09&18:10000,4.5&0:21.1
&536&1611592565&17:0,0.0&32:148.2,5.4,993,14.92&33:191.3,6.2,1000,19.13&18:10000,4.5&0:20.9
&536&1611592865&17:815,4.6&32:147.8,5.4,993,14.89&33:191.0,6.1,999,19.12&18:65535,655.3&0:20.8
&536&1611593165&17:814,4.6&32:148.2,5.4,993,14.93&33:191.3,6.0,999,19.15&18:10000,4.4&0:20.7
&536&1611593465&17:810,4.6&32:148.1,5.4,993,14.92&33:190.9,6.1,999,19.11&18:10000,4.4&0:20.6
&536&1611593765&17:813,4.6&32:148.0,5.4,993,14.91&33:190.9,6.0,999,19.11&18:10000,4.4&0:20.5
&536&1611594065&17:810,4.5&32:148.3,5.4,992,14.95&33:191.2,6.1,999,19.14&18:10000,4.4&0:20.5
&536&1611594365&17:815,4.4&32:148.2,5.3,992,14.94&33:191.1,6.1,999,19.13&18:10000,4.4&0:20.3
&536&1611594665&17:65535,655.3&32:148.4,5.3,992,14.96&33:190.8,6.1,999,19.09&18:65535,655.3&0:20.1
&536&1611594965&17:815,4.4&32:148.4,5.2,992,14.95&33:191.3,6.1,999,19.15&18:10000,4.5&0:20.0
&536&1611595265&17:65535,655.3&32:148.4,5.2,992,14.95&33:191.2,6.1,999,19.14&18:65535,655.3&0:19.9
&536&1611595565&17:0,0.0&32:148.4,5.2,992,14.96&33:190.8,6.1,999,19.10&18:65535,655.3&0:19.8
&536&1611595865&17:0,0.0&32:148.0,5.2,992,14.92&33:190.9,6.1,999,19.11&18:65535,655.3&0:19.8
&536&1611596165&17:809,4.4&32:148.5,5.3,992,14.97&33:190.9,6.0,999,19.11&18:10000,4.4&0:19.7
&536&1611596465&17:819,4.4&32:148.2,5.3,992,14.93&33:190.9,6.0,999,19.11&18:10000,4.4&0:19.5
&536&1611596765&17:815,4.4&32:148.3,5.3,992,14.94&33:191.2,6.0,999,19.14&18:65535,655.3&0:19.3
&536&1611597065&17:0,0.0&32:148.3,5.3,992,14.95&33:190.9,6.0,999,19.11&18:65535,655.3&0:19.1
&536&1611597365&17:806,4.5&32:148.2,5.3,992,14.94&33:190.8,6.0,999,19.10&18:10000,4.3&0:18.8
&536&1611597665&17:65535,655.3&32:148.2,5.3,992,14.94&33:190.9,6.0,999,19.11&18:65535,655.3&0:18.5
&536&1611597965&17:0,0.0&32:148.3,5.3,992,14.95&33:191.0,6.0,999,19.12&18:0,0.0&0:18.3
