:556&1613299435-1.9.0-281&17:296&32:194&33:213&18:105
&556&1613299499&17:1018,10.5&32:140.8,11.7,1020,13.80&33:202.7,9.7,1023,19.82&18:10000,8.0&0:28.8
&556&1613299805&17:1033,10.5&32:140.6,11.6,1020,13.78&33:203.1,9.7,1023,19.85&18:10000,8.0&0:28.4
&556&1613300135&17:0,0.0&32:141.0,11.6,1019,13.83&33:203.1,9.7,1023,19.85&18:65535,655.3&0:28.3
&556&1613300435&17:0,0.0&32:140.6,11.5,1019,13.80&33:203.1,9.7,1023,19.85&18:65535,655.3&0:27.3
&556&1613300735&17:0,0.0&32:140.9,11.5,1019,13.83&33:202.6,9.7,1023,19.80&18:65535,655.3&0:27.0
&556&1613301035&17:0,0.0&32:140.7,11.5,1019,13.81&33:203.0,9.7,1023,19.85&18:65535,655.3&0:26.9
&556&1613301335&17:0,0.0&32:141.3,11.5,1019,13.86&33:203.0,9.7,1023,19.84&18:65535,655.3&0:26.8
&556&1613301635&17:0,0.0&32:141.2,11.3,1018,13.87&33:202.5,9.7,1023,19.80&18:65535,655.3&0:26.9
&556&1613301935&17:128,0.0&32:141.2,11.2,1018,13.87&33:202.4,9.5,1022,19.81&18:65535,655.3&0:27.0
&556&1613302235&17:0,0.0&32:141.7,11.2,1018,13.92&33:202.6,9.6,1022,19.82&18:65535,655.3&0:26.9
&556&1613302535&17:0,0.0&32:141.4,11.2,1018,13.89&33:202.8,9.4,1022,19.85&18:65535,655.3&0:26.7
&556&1613302835&17:0,0.0&32:141.7,11.2,1018,13.92&33:202.8,9.4,1022,19.84&18:65535,655.3&0:26.4
&556&1613303135&17:65535,655.3&32:141.4,11.2,1018,13.89&33:202.7,9.5,1022,19.84&18:65535,655.3&0:26.4
&556&1613303435&17:0,0.0&32:141.1,11.2,1018,13.86&33:202.8,9.4,1022,19.85&18:65535,655.3&0:26.3
&556&1613303735&17:0,0.0&32:141.3,11.3,1018,13.88&33:203.0,9.4,1022,19.86&18:65535,655.3&0:26.0
&556&1613304035&17:65535,655.3&32:141.6,11.3,1018,13.91&33:203.3,9.6,1022,19.89&18:65535,655.3&0:25.7
&556&1613304335&17:0,0.0&32:141.6,11.2,1018,13.91&33:203.1,9.6,1023,19.86&18:65535,655.3&0:25.4
&556&1613304635&17:0,0.0&32:141.8,11.1,1017,13.95&33:203.0,9.6,1023,19.85&18:65535,655.3&0:25.0
&556&1613304935&17:65535,655.3&32:141.7,11.2,1018,13.92&33:203.2,9.7,1023,19.86&18:65535,655.3&0:24.4
&556&1613305235&17:0,0.0&32:141.0,11.3,1018,13.85&33:202.8,9.8,1024,19.81&18:65535,655.3&0:23.4
&556&1613305535&17:65535,655.3&32:140.6,11.4,1018,13.81&33:203.4,9.9,1024,19.86&18:65535,655.3&0:22.8
&556&1613305835&17:986,10.3&32:140.5,11.4,1018,13.80&33:203.3,10.1,1025,19.84&18:65535,655.3&0:22.6
&556&1613306135&17:65535,655.3&32:140.6,11.3,1018,13.81&33:203.1,10.1,1026,19.80&18:65535,655.3&0:22.5
&556&1613306435&17:0,0.0&32:140.3,11.4,1018,13.78&33:203.3,10.3,1026,19.81&18:65535,655.3&0:22.6
&556&1613306735&17:128,0.0&32:140.6,11.3,1018,13.81&33:203.8,10.4,1027,19.85&18:65535,655.3&0:22.7
&556&1613307035&17:0,0.0&32:140.5,11.3,1018,13.80&33:203.3,10.6,1027,19.79&18:65535,655.3&0:22.7
&556&1613307335&17:128,0.0&32:140.4,11.3,1018,13.79&33:203.9,10.6,1028,19.84&18:65535,655.3&0:22.5
&556&1613307635&17:0,0.0&32:140.4,11.3,1018,13.79&33:203.9,10.7,1028,19.84&18:65535,655.3&0:21.9
&556&1613307935&17:0,0.0&32:140.5,11.3,1018,13.80&33:203.6,10.7,1028,19.80&18:65535,655.3&0:21.1
&556&1613308235&17:0,0.0&32:140.6,11.4,1018,13.81&33:204.0,10.7,1028,19.85&18:0,0.0&0:20.4
&556&1613308535&17:65535,655.3&32:140.5,11.3,1018,13.80&33:203.7,10.7,1028,19.82&18:65535,655.3&0:19.9
&556&1613308835&17:0,0.0&32:140.9,11.3,1018,13.84&33:204.1,10.8,1029,19.83&18:65535,655.3&0:19.7
&556&1613309135&17:0,0.0&32:140.8,11.4,1018,13.83&33:203.6,10.8,1029,19.79&18:65535,655.3&0:19.5
&556&1613309435&17:0,0.0&32:140.8,11.4,1019,13.82&33:203.8,10.8,1029,19.81&18:65535,655.3&0:19.6
&556&1613309735&17:0,0.0&32:140.6,11.4,1019,13.80&33:204.0,10.8,1029,19.82&18:65535,655.3&0:19.4
&556&1613310035&17:0,0.0&32:140.8,11.3,1018,13.83&33:204.2,10.8,1029,19.84&18:0,0.0&0:19.2
&556&1613310335&17:0,0.0&32:140.6,11.3,1018,13.81&33:204.2,10.8,1029,19.85&18:65535,655.3&0:18.9
&556&1613310635&17:0,0.0&32:140.6,11.3,1018,13.81&33:203.9,10.9,1029,19.81&18:65535,655.3&0:18.6
&556&1613310935&17:0,0.0&32:140.6,11.4,1019,13.80&33:203.9,10.8,1029,19.82&18:65535,655.3&0:18.2
&556&1613311235&17:0,0.0&32:140.4,11.4,1019,13.78&33:203.9,10.9,1029,19.82&18:65535,655.3&0:17.7
&556&1613311535&17:65535,655.3&32:140.5,11.5,1019,13.79&33:204.1,10.9,1029,19.83&18:65535,655.3&0:17.4
&556&1613311835&17:65535,655.3&32:140.4,11.6,1020,13.76&33:204.2,10.9,1029,19.85&18:65535,655.3&0:17.3
&556&1613312135&17:0,0.0&32:140.5,11.6,1020,13.77&33:204.1,10.9,1029,19.84&18:65535,655.3&0:17.0
&556&1613312435&17:0,0.0&32:140.7,11.5,1019,13.81&33:203.6,10.9,1029,19.79&18:65535,655.3&0:16.9
&556&1613312735&17:0,0.0&32:140.9,11.2,1018,13.84&33:203.9,10.9,1029,19.82&18:0,0.0&0:16.9
&556&1613313035&17:0,0.0&32:140.9,11.1,1017,13.86&33:203.6,10.9,1029,19.78&18:65535,655.3&0:17.0
&556&1613313335&17:0,0.0&32:140.6,11.1,1017,13.83&33:203.7,10.9,1029,19.79&18:65535,655.3&0:17.1
&556&1613313635&17:65535,655.3&32:140.8,11.1,1018,13.83&33:204.0,11.0,1029,19.82&18:65535,655.3&0:17.3
&556&1613313935&17:65535,655.3&32:140.7,11.2,1018,13.82&33:204.2,11.0,1030,19.82&18:65535,655.3&0:17.4
&556&1613314235&17:0,0.0&32:140.7,11.4,1019,13.81&33:204.0,11.1,1030,19.80&18:0,0.0&0:17.4
