:400&1601378830-1.9.0-281&17:296&32:194&33:213&18:105
&400&1601379010&17:399,15.5&32:214.2,15.7,993,21.57&33:1.0,232.3,16,1125.00&18:6818,14.7&0:22.6
&400&1601379350&17:0,0.0&32:213.8,15.7,995,21.49&33:1.0,232.8,16,1125.00&18:6902,14.7&0:23.4
&400&1601379660&17:0,0.0&32:214.7,15.6,996,21.55&33:1.0,232.3,16,1125.00&18:10000,14.8&0:24.2
&400&1601379960&17:389,15.5&32:213.8,15.7,996,21.47&33:1.0,232.8,16,1124.00&18:10000,14.7&0:23.0
&400&1601380260&17:0,0.0&32:215.3,15.7,996,21.62&33:1.0,231.8,16,1124.00&18:0,0.0&0:22.9
&400&1601380560&17:383,15.6&32:215.7,15.7,996,21.66&33:1.0,232.1,16,1124.00&18:0,0.0&0:23.6
&400&1601380860&17:397,15.5&32:215.5,15.7,996,21.64&33:1.0,230.7,16,1124.00&18:65535,655.3&0:23.9
&400&1601381160&17:0,0.0&32:215.0,15.7,996,21.58&33:1.0,232.2,16,1124.00&18:10000,14.7&0:23.9
&400&1601381460&17:395,15.5&32:215.4,15.7,996,21.63&33:1.0,231.5,16,1123.00&18:65535,655.3&0:23.8
&400&1601381760&17:0,0.0&32:216.1,15.7,996,21.69&33:1.0,232.3,16,1123.00&18:65535,655.3&0:24.0
&400&1601382060&17:387,15.5&32:215.6,15.7,996,21.65&33:1.0,231.8,16,1123.00&18:65535,655.3&0:24.4
&400&1601382360&17:0,0.0&32:215.4,15.7,996,21.62&33:1.0,231.4,16,1123.00&18:10000,14.7&0:24.6
&400&1601382660&17:393,15.5&32:215.0,15.7,996,21.59&33:1.0,231.5,16,1123.00&18:10000,14.7&0:24.6
&400&1601382960&17:384,15.5&32:214.7,15.7,996,21.56&33:1.0,231.5,16,1122.00&18:10000,14.7&0:24.6
&400&1601383260&17:0,0.0&32:215.9,15.7,996,21.68&33:1.0,230.6,16,1122.00&18:65535,655.3&0:24.7
&400&1601383560&17:394,15.5&32:216.6,15.7,996,21.76&33:1.0,230.3,16,1122.00&18:0,0.0&0:24.9
&400&1601383860&17:0,0.0&32:215.9,15.7,996,21.67&33:1.0,230.8,16,1122.00&18:10000,14.7&0:24.9
&400&1601384160&17:0,0.0&32:216.4,15.6,996,21.74&33:1.0,231.0,16,1122.00&18:65535,655.3&0:24.9
&400&1601384460&17:0,0.0&32:215.2,15.6,995,21.63&33:1.0,230.0,16,1122.00&18:10000,14.7&0:24.8
&400&1601384760&17:0,0.0&32:215.9,15.5,995,21.69&33:1.0,231.0,16,1121.00&18:10000,14.7&0:24.6
&400&1601385060&17:0,0.0&32:214.9,15.5,996,21.58&33:1.0,230.2,16,1121.00&18:65535,655.3&0:24.7
&400&1601385360&17:0,0.0&32:216.0,15.5,996,21.69&33:1.0,229.9,16,1121.00&18:0,0.0&0:24.6
&400&1601385660&17:374,15.4&32:215.8,15.5,996,21.66&33:1.0,230.8,16,1121.00&18:65535,655.3&0:24.6
&400&1601385960&17:0,0.0&32:216.0,15.5,996,21.70&33:1.0,230.8,16,1121.00&18:65535,655.3&0:24.7
&400&1601386260&17:375,15.3&32:216.2,15.5,995,21.73&33:1.0,229.8,16,1121.00&18:65535,655.3&0:24.9
&400&1601386560&17:385,15.3&32:216.1,15.5,995,21.72&33:1.0,230.5,16,1121.00&18:65535,655.3&0:24.8
&400&1601386860&17:368,15.4&32:217.3,15.5,996,21.83&33:1.0,229.7,16,1120.00&18:65535,655.3&0:24.8
&400&1601387160&17:376,15.4&32:216.0,15.5,995,21.71&33:1.0,229.6,16,1120.00&18:0,0.0&0:24.8
&400&1601387460&17:0,0.0&32:215.9,15.5,995,21.69&33:1.0,229.8,16,1120.00&18:65535,655.3&0:25.0
&400&1601387760&17:0,0.0&32:216.7,15.5,996,21.76&33:1.0,230.0,16,1120.00&18:65535,655.3&0:25.1
&400&1601388060&17:378,15.3&32:216.6,15.5,996,21.75&33:1.0,229.4,16,1120.00&18:65535,655.3&0:25.0
&400&1601388360&17:0,0.0&32:216.2,15.5,995,21.72&33:1.0,229.9,16,1120.00&18:65535,655.3&0:24.9
&400&1601388660&17:0,0.0&32:216.6,15.5,995,21.76&33:1.0,230.0,16,1120.00&18:10000,14.7&0:24.7
&400&1601388960&17:364,15.2&32:216.4,15.4,995,21.75&33:1.0,229.3,16,1119.00&18:65535,655.3&0:24.4
