"TOA5","CR3000_CCRdam","CR3000","13423","CR3000.Std.32.05","CPU:CCRdam_20230607.CR3","10433","ccre-met"
"TIMESTAMP","RECORD","BattV","PTemp_C","PAR_Den_Avg","PAR_Tot_Tot","BP_kPa_Avg","AirTC_Avg","RH","Rain_mm_Tot","WS_ms_Avg","WindDir","SR01Up_Avg","SR01Dn_Avg","IR01UpCo_Avg","IR01DnCo_Avg","NR01TK_Avg","Albedo_Avg"
"TS","RN","Volts","Deg C","umol/s/m^2","mmol/m^2","kPa","Deg C","%","mm","meters/second","degrees","W/m^2","W/m^2","W/m^2","W/m^2","K","W/m^2"
"","","Smp","Smp","Avg","Tot","Avg","Avg","Smp","Tot","Avg","Smp","Avg","Avg","Avg","Avg","Avg","Avg"
"2023-06-07 12:43:00",15,12.93,26.69,1244,74.63535,96.50547,21.38,59.5,3.048,2.31,242.5,638.5,47.01,376.4,450.2,296.8,0.074
"2023-06-07 12:44:00",16,12.92,26.77,1303,78.15393,96.50091,21.38,60.09,3.556,2.18,284.3,672.9,48.8,375.3,451.2,296.8,0.073
"2023-06-07 12:45:00",17,12.88,26.85,1382,82.92705,96.50195,21.42,59.41,0,2.249,266,706.3,50.52,374.2,451.9,296.9,0.072
"2023-06-07 12:46:00",18,12.89,26.92,1499,89.94738,96.50177,21.48,59.52,0,1.112,287.6,774.9,53.61,373,452.7,297,0.069
"2023-06-07 12:47:00",19,12.92,27.02,1643,98.55218,96.4932,21.48,61.63,0,1.787,299.9,856,57.72,373.7,453.8,297.1,0.067
"2023-06-07 12:48:00",20,12.89,27.13,1233,73.95818,96.49335,21.46,59.37,0,2.388,246.3,645.3,44.17,373.9,453.4,297.2,0.069
"2023-06-07 12:49:00",21,12.92,27.23,973,58.37233,96.49406,21.52,63.2,0,2.458,243.7,488.2,34.8,373.6,452.5,297.2,0.071
"2023-06-07 12:50:00",22,12.94,27.3,1152,69.09978,96.49529,21.66,61.9,0,1.784,227.9,588.5,41.61,374.2,453.2,297.2,0.071
"2023-06-07 12:51:00",23,12.93,27.36,1056,63.35364,96.49245,21.67,59.9,0,1.885,314.9,520.6,37.52,372.9,452.2,297.2,0.072
"2023-06-07 12:52:00",24,12.89,27.39,1233,73.96948,96.4898,21.63,60.21,0,2.875,263.1,631.8,44.33,373.5,452.3,297.2,0.07
"2023-06-07 12:53:00",25,12.93,27.39,1170,70.19389,96.48795,21.48,60.42,0,2.515,280.2,596.7,41.84,372.3,452,297.2,0.07
"2023-06-07 12:54:00",26,12.93,27.36,1053,63.17462,96.48477,21.43,59.52,0,2.693,284,536.8,38.32,371.6,452.1,297.1,0.072
"2023-06-07 12:55:00",27,12.89,27.32,1128,67.66679,96.48353,21.48,58.77,0,2.955,291.9,561,40.52,371.3,452.2,297.1,0.072
"2023-06-07 12:56:00",28,12.93,27.3,1335,80.09158,96.48215,21.54,58.13,0,2.786,227.3,689,48.82,371.8,452.7,297.1,0.071
"2023-06-07 12:57:00",29,12.92,27.27,1070,64.22021,96.48209,21.53,57.74,0,3.18,283.5,549.9,38.81,371.8,452.2,297,0.071
"2023-06-07 12:58:00",30,12.9,27.24,917,55.03096,96.48077,21.53,55.6,0,3.156,251.5,467.3,32.85,371.8,451.5,297,0.07
"2023-06-07 12:59:00",31,12.93,27.18,757.1,45.42555,96.48087,21.52,56.37,0,3.588,255.9,381.5,27.35,371.9,450.8,296.9,0.072
"2023-06-07 13:00:00",32,12.93,27.1,698.3,41.89922,96.47427,21.48,57.11,0,2.826,273.4,349,25.55,372.1,450.3,296.8,0.073
"2023-06-07 13:01:00",33,12.92,27.01,681.1,40.86348,96.47099,21.5,58.68,0,1.875,326.6,339.1,25.49,372.4,449.8,296.7,0.075
"2023-06-07 13:02:00",34,12.9,26.94,694,41.63917,96.47134,21.53,56.5,0,1.651,338.4,345.2,26.7,373.1,449.6,296.7,0.077
"2023-06-07 13:03:00",35,12.93,26.87,738,44.27814,96.46861,21.54,55.66,0,1.305,237.5,368.6,28.43,373.6,449.9,296.7,0.077
"2023-06-07 13:04:00",36,12.92,26.8,775,46.49709,96.4714,21.53,59.57,0,1.838,230.3,389.7,29.96,373.8,449.9,296.8,0.077
"2023-06-07 13:05:00",37,12.92,26.75,783.3,46.99918,96.47753,21.49,58.52,0,2.076,228,392.4,30.8,373.5,449.8,296.7,0.078
"2023-06-07 13:06:00",38,12.97,26.7,967,57.99651,96.47494,21.44,58.14,0,1.967,211.5,479.5,36.68,373.3,450.1,296.7,0.077
"2023-06-07 13:07:00",39,12.96,26.67,1482,88.91724,96.47286,21.44,56.29,0,1.042,322.5,774.7,55.47,374.2,451.8,296.8,0.072
"2023-06-07 13:08:00",40,12.93,26.64,1280,76.79059,96.4733,21.5,58.97,0,2.034,277.5,668.4,47.94,374.4,452.3,296.9,0.072
"2023-06-07 13:09:00",41,12.97,26.62,1235,74.11891,96.47329,21.47,58.4,0,2.096,273.7,634.3,45.58,374.5,452.3,296.9,0.072
"2023-06-07 13:10:00",42,12.99,26.6,1187,71.21209,96.46873,21.5,57.12,0,2.728,260.9,612.5,43.94,375.2,452.7,297,0.072
