MiniDOT Logger Concatenated Data File
Sensor:             7392-024261
Concatenation Date: 2020Mar16 12:54:09 EDT

DO concentration compensated for salinity: 0.0 (ppt)
Saturation computed at elevation: 0.0 (meter)

            Unix Timestamp,               UTC_Date_&_Time,         Eastern Standard Time,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                  (Second),                        (none),                        (none),        (Volt),       (deg C),            (mg/l),                          (%),        (none)
                1575687900,           2019-12-07 03:05:00,           2019-12-06 22:05:00,      3.370000,      4.988000,         11.498000,                    90.010579,      0.994000
                1575688500,           2019-12-07 03:15:00,           2019-12-06 22:15:00,      3.370000,      4.958000,         11.516000,                    90.081625,      0.993000
                1575689100,           2019-12-07 03:25:00,           2019-12-06 22:25:00,      3.370000,      4.988000,         11.507000,                    90.081034,      0.993000
                1575689700,           2019-12-07 03:35:00,           2019-12-06 22:35:00,      3.370000,      4.998000,         11.497000,                    90.026003,      0.993000
                1575690300,           2019-12-07 03:45:00,           2019-12-06 22:45:00,      3.370000,      4.968000,         11.483000,                    89.846709,      0.993000
                1575690900,           2019-12-07 03:55:00,           2019-12-06 22:55:00,      3.370000,      4.978000,         11.484000,                    89.877757,      0.993000
                1575691500,           2019-12-07 04:05:00,           2019-12-06 23:05:00,      3.370000,      4.958000,         11.493000,                    89.901712,      0.994000
                1575692100,           2019-12-07 04:15:00,           2019-12-06 23:15:00,      3.370000,      4.958000,         11.501000,                    89.964291,      0.994000
                1575692700,           2019-12-07 04:25:00,           2019-12-06 23:25:00,      3.370000,      4.948000,         11.488000,                    89.839373,      0.994000
                1575693300,           2019-12-07 04:35:00,           2019-12-06 23:35:00,      3.370000,      4.968000,         11.469000,                    89.737168,      0.993000
                1575693900,           2019-12-07 04:45:00,           2019-12-06 23:45:00,      3.370000,      4.978000,         11.456000,                    89.658619,      0.993000
                1575694500,           2019-12-07 04:55:00,           2019-12-06 23:55:00,      3.370000,      4.948000,         11.499000,                    89.925396,      0.994000
                1575695100,           2019-12-07 05:05:00,           2019-12-07 00:05:00,      3.370000,      4.998000,         11.421000,                    89.430894,      0.993000
                1575695700,           2019-12-07 05:15:00,           2019-12-07 00:15:00,      3.370000,      4.958000,         11.438000,                    89.471486,      0.994000
                1575696300,           2019-12-07 05:25:00,           2019-12-07 00:25:00,      3.370000,      4.958000,         11.405000,                    89.213350,      0.993000
                1575696900,           2019-12-07 05:35:00,           2019-12-07 00:35:00,      3.370000,      4.968000,         11.399000,                    89.189466,      0.993000
