"Plot Title: hobo60"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 2413147, SEN S/N: 2413147)","Coupler Attached (LGR S/N: 2413147)","Host Connected (LGR S/N: 2413147)","Stopped (LGR S/N: 2413147)","End Of File (LGR S/N: 2413147)"
1,05/14/20 12:30:00 PM,37.274,,,,
2,05/14/20 12:40:00 PM,36.079,,,,
3,05/14/20 12:50:00 PM,27.665,,,,
4,05/14/20 01:00:00 PM,24.062,,,,
5,05/14/20 01:10:00 PM,15.187,,,,
6,05/14/20 01:20:00 PM,14.230,,,,
7,05/14/20 01:30:00 PM,14.230,,,,
8,05/14/20 01:40:00 PM,14.134,,,,
9,05/14/20 01:50:00 PM,14.038,,,,
10,05/14/20 02:00:00 PM,14.038,,,,
11,05/14/20 02:10:00 PM,14.038,,,,
12,05/14/20 02:20:00 PM,14.038,,,,
13,05/14/20 02:30:00 PM,14.038,,,,
14,05/14/20 02:40:00 PM,14.038,,,,
15,05/14/20 02:50:00 PM,14.038,,,,
16,05/14/20 03:00:00 PM,13.942,,,,
17,05/14/20 03:10:00 PM,13.942,,,,
18,05/14/20 03:20:00 PM,14.038,,,,
19,05/14/20 03:30:00 PM,14.038,,,,
20,05/14/20 03:40:00 PM,14.038,,,,
21,05/14/20 03:50:00 PM,14.038,,,,
22,05/14/20 04:00:00 PM,13.942,,,,
23,05/14/20 04:10:00 PM,13.942,,,,
24,05/14/20 04:20:00 PM,13.846,,,,
25,05/14/20 04:30:00 PM,13.846,,,,
26,05/14/20 04:40:00 PM,13.942,,,,
27,05/14/20 04:50:00 PM,13.942,,,,
28,05/14/20 05:00:00 PM,13.846,,,,
29,05/14/20 05:10:00 PM,13.846,,,,
30,05/14/20 05:20:00 PM,13.846,,,,
31,05/14/20 05:30:00 PM,13.846,,,,
32,05/14/20 05:40:00 PM,13.846,,,,
33,05/14/20 05:50:00 PM,13.846,,,,
34,05/14/20 06:00:00 PM,13.942,,,,
35,05/14/20 06:10:00 PM,13.942,,,,
36,05/14/20 06:20:00 PM,13.942,,,,
37,05/14/20 06:30:00 PM,13.942,,,,
38,05/14/20 06:40:00 PM,13.942,,,,
39,05/14/20 06:50:00 PM,14.038,,,,
40,05/14/20 07:00:00 PM,14.134,,,,
41,05/14/20 07:10:00 PM,14.230,,,,
42,05/14/20 07:20:00 PM,14.230,,,,
43,05/14/20 07:30:00 PM,14.325,,,,
44,05/14/20 07:40:00 PM,14.421,,,,
45,05/14/20 07:50:00 PM,14.517,,,,
46,05/14/20 08:00:00 PM,14.517,,,,
