"Plot Title: hobo23"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 10647209, SEN S/N: 10647209)","Host Connected (LGR S/N: 10647209)","Coupler Attached (LGR S/N: 10647209)","Stopped (LGR S/N: 10647209)","End Of File (LGR S/N: 10647209)"
2095,05/29/20 01:30:00 AM,12.401,,,,
2096,05/29/20 01:40:00 AM,12.401,,,,
2097,05/29/20 01:50:00 AM,12.207,,,,
2098,05/29/20 02:00:00 AM,12.207,,,,
2099,05/29/20 02:10:00 AM,12.207,,,,
2100,05/29/20 02:20:00 AM,12.110,,,,
2101,05/29/20 02:30:00 AM,12.013,,,,
2102,05/29/20 02:40:00 AM,11.819,,,,
2103,05/29/20 02:50:00 AM,11.722,,,,
2104,05/29/20 03:00:00 AM,11.625,,,,
2105,05/29/20 03:10:00 AM,11.819,,,,
2106,05/29/20 03:20:00 AM,11.819,,,,
2107,05/29/20 03:30:00 AM,11.819,,,,
2108,05/29/20 03:40:00 AM,11.819,,,,
2109,05/29/20 03:50:00 AM,11.916,,,,
2110,05/29/20 04:00:00 AM,11.916,,,,
2111,05/29/20 04:10:00 AM,11.916,,,,
2112,05/29/20 04:20:00 AM,12.013,,,,
2113,05/29/20 04:30:00 AM,12.013,,,,
2114,05/29/20 04:40:00 AM,12.207,,,,
2115,05/29/20 04:50:00 AM,12.207,,,,
2116,05/29/20 05:00:00 AM,12.304,,,,
2117,05/29/20 05:10:00 AM,12.304,,,,
2118,05/29/20 05:20:00 AM,12.304,,,,
2119,05/29/20 05:30:00 AM,12.401,,,,
2120,05/29/20 05:40:00 AM,12.304,,,,
2121,05/29/20 05:50:00 AM,12.304,,,,
2122,05/29/20 06:00:00 AM,12.401,,,,
2123,05/29/20 06:10:00 AM,12.401,,,,
2124,05/29/20 06:20:00 AM,12.497,,,,
2125,05/29/20 06:30:00 AM,12.497,,,,
2126,05/29/20 06:40:00 AM,12.497,,,,
2127,05/29/20 06:50:00 AM,12.594,,,,
2128,05/29/20 07:00:00 AM,12.594,,,,
2129,05/29/20 07:10:00 AM,12.594,,,,
2130,05/29/20 07:20:00 AM,12.594,,,,
2131,05/29/20 07:30:00 AM,12.594,,,,
2132,05/29/20 07:40:00 AM,12.690,,,,
2133,05/29/20 07:50:00 AM,12.690,,,,
2134,05/29/20 08:00:00 AM,12.690,,,,
2135,05/29/20 08:10:00 AM,12.787,,,,
2136,05/29/20 08:20:00 AM,12.787,,,,
2137,05/29/20 08:30:00 AM,12.787,,,,
2138,05/29/20 08:40:00 AM,12.787,,,,
2139,05/29/20 08:50:00 AM,12.787,,,,
2140,05/29/20 09:00:00 AM,12.787,,,,
2141,05/29/20 09:10:00 AM,12.787,,,,
2142,05/29/20 09:20:00 AM,12.690,,,,
2143,05/29/20 09:30:00 AM,12.690,,,,
2144,05/29/20 09:40:00 AM,12.690,,,,
2145,05/29/20 09:50:00 AM,12.594,,,,
2146,05/29/20 10:00:00 AM,12.594,,,,
2147,05/29/20 10:10:00 AM,12.594,,,,
2148,05/29/20 10:20:00 AM,12.594,,,,
2149,05/29/20 10:30:00 AM,12.594,,,,
2150,05/29/20 10:40:00 AM,12.690,,,,
2151,05/29/20 10:50:00 AM,12.594,,,,
2152,05/29/20 11:00:00 AM,12.594,,,,
2153,05/29/20 11:10:00 AM,12.594,,,,
2154,05/29/20 11:20:00 AM,12.497,,,,
2155,05/29/20 11:30:00 AM,12.497,,,,
2156,05/29/20 11:40:00 AM,12.594,,,,
2157,05/29/20 11:50:00 AM,12.690,,,,
2158,05/29/20 12:00:00 PM,12.594,,,,
2159,05/29/20 12:10:00 PM,12.594,,,,
2160,05/29/20 12:20:00 PM,12.594,,,,
2161,05/29/20 12:30:00 PM,12.594,,,,
2162,05/29/20 12:40:00 PM,12.497,,,,
2163,05/29/20 12:50:00 PM,12.497,,,,
2164,05/29/20 01:00:00 PM,12.497,,,,
2165,05/29/20 01:10:00 PM,12.401,,,,
2166,05/29/20 01:20:00 PM,12.207,,,,
2167,05/29/20 01:30:00 PM,12.110,,,,
2168,05/29/20 01:40:00 PM,12.207,,,,
2169,05/29/20 01:50:00 PM,12.304,,,,
2170,05/29/20 02:00:00 PM,12.304,,,,
2171,05/29/20 02:10:00 PM,12.207,,,,
2172,05/29/20 02:20:00 PM,12.110,,,,
2173,05/29/20 02:30:00 PM,12.110,,,,
2174,05/29/20 02:40:00 PM,12.110,,,,
2175,05/29/20 02:50:00 PM,12.110,,,,
2176,05/29/20 03:00:00 PM,12.110,,,,
2177,05/29/20 03:10:00 PM,12.110,,,,
2178,05/29/20 03:20:00 PM,12.110,,,,
2179,05/29/20 03:30:00 PM,12.110,,,,
2180,05/29/20 03:40:00 PM,12.110,,,,
2181,05/29/20 03:50:00 PM,12.207,,,,
2182,05/29/20 04:00:00 PM,12.304,,,,
2183,05/29/20 04:10:00 PM,12.401,,,,
2184,05/29/20 04:20:00 PM,12.401,,,,
2185,05/29/20 04:30:00 PM,12.401,,,,
2186,05/29/20 04:40:00 PM,12.401,,,,
2187,05/29/20 04:50:00 PM,12.497,,,,
2188,05/29/20 05:00:00 PM,12.594,,,,
2189,05/29/20 05:10:00 PM,12.594,,,,
2190,05/29/20 05:20:00 PM,12.594,,,,
2191,05/29/20 05:30:00 PM,12.594,,,,
2192,05/29/20 05:40:00 PM,12.594,,,,
2193,05/29/20 05:50:00 PM,12.594,,,,
2194,05/29/20 06:00:00 PM,12.594,,,,
2195,05/29/20 06:10:00 PM,12.594,,,,
2196,05/29/20 06:20:00 PM,12.401,,,,
2197,05/29/20 06:30:00 PM,12.401,,,,
2198,05/29/20 06:40:00 PM,12.497,,,,
2199,05/29/20 06:50:00 PM,12.497,,,,
2200,05/29/20 07:00:00 PM,12.594,,,,
2201,05/29/20 07:10:00 PM,12.594,,,,
2202,05/29/20 07:20:00 PM,12.594,,,,
2203,05/29/20 07:30:00 PM,12.497,,,,
2204,05/29/20 07:40:00 PM,12.401,,,,
2205,05/29/20 07:50:00 PM,12.304,,,,
2206,05/29/20 08:00:00 PM,12.304,,,,
2207,05/29/20 08:10:00 PM,12.304,,,,
2208,05/29/20 08:20:00 PM,12.304,,,,
2209,05/29/20 08:30:00 PM,12.304,,,,
2210,05/29/20 08:40:00 PM,12.304,,,,
2211,05/29/20 08:50:00 PM,12.304,,,,
2212,05/29/20 09:00:00 PM,12.401,,,,
2213,05/29/20 09:10:00 PM,12.497,,,,
2214,05/29/20 09:20:00 PM,12.594,,,,
2215,05/29/20 09:30:00 PM,12.594,,,,
2216,05/29/20 09:40:00 PM,12.690,,,,
2217,05/29/20 09:50:00 PM,12.690,,,,
2218,05/29/20 10:00:00 PM,12.690,,,,
2219,05/29/20 10:10:00 PM,12.690,,,,
2220,05/29/20 10:20:00 PM,12.690,,,,
2221,05/29/20 10:30:00 PM,12.690,,,,
2222,05/29/20 10:40:00 PM,12.594,,,,
2223,05/29/20 10:50:00 PM,12.594,,,,
2224,05/29/20 11:00:00 PM,12.594,,,,
2225,05/29/20 11:10:00 PM,12.497,,,,
2226,05/29/20 11:20:00 PM,12.497,,,,
2227,05/29/20 11:30:00 PM,12.594,,,,
2228,05/29/20 11:40:00 PM,12.594,,,,
2229,05/29/20 11:50:00 PM,12.594,,,,
2230,05/30/20 12:00:00 AM,12.690,,,,
2231,05/30/20 12:10:00 AM,12.690,,,,
2232,05/30/20 12:20:00 AM,12.787,,,,
2233,05/30/20 12:30:00 AM,12.787,,,,
2234,05/30/20 12:40:00 AM,12.883,,,,
2235,05/30/20 12:50:00 AM,12.787,,,,
2236,05/30/20 01:00:00 AM,12.787,,,,
2237,05/30/20 01:10:00 AM,12.690,,,,
2238,05/30/20 01:20:00 AM,12.690,,,,
2239,05/30/20 01:30:00 AM,12.594,,,,
2240,05/30/20 01:40:00 AM,12.497,,,,
2241,05/30/20 01:50:00 AM,12.401,,,,
2242,05/30/20 02:00:00 AM,12.304,,,,
2243,05/30/20 02:10:00 AM,12.207,,,,
2244,05/30/20 02:20:00 AM,12.207,,,,
2245,05/30/20 02:30:00 AM,12.207,,,,
2246,05/30/20 02:40:00 AM,12.013,,,,
2247,05/30/20 02:50:00 AM,11.916,,,,
2248,05/30/20 03:00:00 AM,12.013,,,,
2249,05/30/20 03:10:00 AM,12.110,,,,
2250,05/30/20 03:20:00 AM,12.110,,,,
2251,05/30/20 03:30:00 AM,12.110,,,,
2252,05/30/20 03:40:00 AM,12.110,,,,
2253,05/30/20 03:50:00 AM,12.110,,,,
2254,05/30/20 04:00:00 AM,12.304,,,,
2255,05/30/20 04:10:00 AM,12.207,,,,
2256,05/30/20 04:20:00 AM,12.304,,,,
2257,05/30/20 04:30:00 AM,12.401,,,,
2258,05/30/20 04:40:00 AM,12.497,,,,
2259,05/30/20 04:50:00 AM,12.594,,,,
2260,05/30/20 05:00:00 AM,12.594,,,,
2261,05/30/20 05:10:00 AM,12.690,,,,
2262,05/30/20 05:20:00 AM,12.690,,,,
2263,05/30/20 05:30:00 AM,12.690,,,,
2264,05/30/20 05:40:00 AM,12.690,,,,
2265,05/30/20 05:50:00 AM,12.690,,,,
2266,05/30/20 06:00:00 AM,12.594,,,,
2267,05/30/20 06:10:00 AM,12.497,,,,
2268,05/30/20 06:20:00 AM,12.401,,,,
2269,05/30/20 06:30:00 AM,12.304,,,,
2270,05/30/20 06:40:00 AM,12.401,,,,
2271,05/30/20 06:50:00 AM,12.401,,,,
2272,05/30/20 07:00:00 AM,12.304,,,,
2273,05/30/20 07:10:00 AM,12.304,,,,
2274,05/30/20 07:20:00 AM,12.401,,,,
2275,05/30/20 07:30:00 AM,12.401,,,,
2276,05/30/20 07:40:00 AM,12.497,,,,
2277,05/30/20 07:50:00 AM,12.497,,,,
2278,05/30/20 08:00:00 AM,12.497,,,,
2279,05/30/20 08:10:00 AM,12.497,,,,
2280,05/30/20 08:20:00 AM,12.207,,,,
2281,05/30/20 08:30:00 AM,12.013,,,,
2282,05/30/20 08:40:00 AM,12.013,,,,
2283,05/30/20 08:50:00 AM,11.916,,,,
2284,05/30/20 09:00:00 AM,12.013,,,,
2285,05/30/20 09:10:00 AM,12.013,,,,
2286,05/30/20 09:20:00 AM,12.013,,,,
2287,05/30/20 09:30:00 AM,11.916,,,,
2288,05/30/20 09:40:00 AM,11.916,,,,
2289,05/30/20 09:50:00 AM,12.013,,,,
2290,05/30/20 10:00:00 AM,12.013,,,,
2291,05/30/20 10:10:00 AM,12.110,,,,
2292,05/30/20 10:20:00 AM,12.304,,,,
2293,05/30/20 10:30:00 AM,12.401,,,,
2294,05/30/20 10:40:00 AM,12.401,,,,
2295,05/30/20 10:50:00 AM,12.497,,,,
2296,05/30/20 11:00:00 AM,12.594,,,,
2297,05/30/20 11:10:00 AM,12.497,,,,
2298,05/30/20 11:20:00 AM,12.497,,,,
2299,05/30/20 11:30:00 AM,12.497,,,,
2300,05/30/20 11:40:00 AM,12.497,,,,
2301,05/30/20 11:50:00 AM,12.497,,,,
2302,05/30/20 12:00:00 PM,12.594,,,,
2303,05/30/20 12:10:00 PM,12.594,,,,
2304,05/30/20 12:20:00 PM,12.594,,,,
2305,05/30/20 12:30:00 PM,12.594,,,,
2306,05/30/20 12:40:00 PM,12.594,,,,
2307,05/30/20 12:50:00 PM,12.594,,,,
2308,05/30/20 01:00:00 PM,12.594,,,,
2309,05/30/20 01:10:00 PM,12.497,,,,
2310,05/30/20 01:20:00 PM,12.497,,,,
2311,05/30/20 01:30:00 PM,12.497,,,,
2312,05/30/20 01:40:00 PM,12.497,,,,
2313,05/30/20 01:50:00 PM,12.497,,,,
2314,05/30/20 02:00:00 PM,12.401,,,,
2315,05/30/20 02:10:00 PM,12.497,,,,
2316,05/30/20 02:20:00 PM,12.401,,,,
2317,05/30/20 02:30:00 PM,12.497,,,,
2318,05/30/20 02:40:00 PM,12.594,,,,
2319,05/30/20 02:50:00 PM,12.594,,,,
2320,05/30/20 03:00:00 PM,12.594,,,,
2321,05/30/20 03:10:00 PM,12.497,,,,
2322,05/30/20 03:20:00 PM,12.594,,,,
2323,05/30/20 03:30:00 PM,12.594,,,,
2324,05/30/20 03:40:00 PM,12.594,,,,
2325,05/30/20 03:50:00 PM,12.594,,,,
2326,05/30/20 04:00:00 PM,12.497,,,,
2327,05/30/20 04:10:00 PM,12.497,,,,
2328,05/30/20 04:20:00 PM,12.401,,,,
2329,05/30/20 04:30:00 PM,12.304,,,,
2330,05/30/20 04:40:00 PM,12.207,,,,
2331,05/30/20 04:50:00 PM,12.207,,,,
2332,05/30/20 05:00:00 PM,12.207,,,,
2333,05/30/20 05:10:00 PM,12.304,,,,
2334,05/30/20 05:20:00 PM,12.304,,,,
2335,05/30/20 05:30:00 PM,12.401,,,,
2336,05/30/20 05:40:00 PM,12.401,,,,
2337,05/30/20 05:50:00 PM,12.401,,,,
2338,05/30/20 06:00:00 PM,12.304,,,,
2339,05/30/20 06:10:00 PM,12.207,,,,
2340,05/30/20 06:20:00 PM,12.207,,,,
2341,05/30/20 06:30:00 PM,12.304,,,,
2342,05/30/20 06:40:00 PM,12.401,,,,
2343,05/30/20 06:50:00 PM,12.304,,,,
2344,05/30/20 07:00:00 PM,12.401,,,,
2345,05/30/20 07:10:00 PM,12.401,,,,
2346,05/30/20 07:20:00 PM,12.401,,,,
2347,05/30/20 07:30:00 PM,12.401,,,,
2348,05/30/20 07:40:00 PM,12.401,,,,
2349,05/30/20 07:50:00 PM,12.497,,,,
2350,05/30/20 08:00:00 PM,12.497,,,,
2351,05/30/20 08:10:00 PM,12.594,,,,
2352,05/30/20 08:20:00 PM,12.594,,,,
2353,05/30/20 08:30:00 PM,12.594,,,,
2354,05/30/20 08:40:00 PM,12.594,,,,
2355,05/30/20 08:50:00 PM,12.690,,,,
2356,05/30/20 09:00:00 PM,12.690,,,,
2357,05/30/20 09:10:00 PM,12.690,,,,
2358,05/30/20 09:20:00 PM,12.594,,,,
2359,05/30/20 09:30:00 PM,12.594,,,,
2360,05/30/20 09:40:00 PM,12.594,,,,
2361,05/30/20 09:50:00 PM,12.594,,,,
2362,05/30/20 10:00:00 PM,12.594,,,,
2363,05/30/20 10:10:00 PM,12.594,,,,
2364,05/30/20 10:20:00 PM,12.594,,,,
2365,05/30/20 10:30:00 PM,12.497,,,,
2366,05/30/20 10:40:00 PM,12.497,,,,
2367,05/30/20 10:50:00 PM,12.497,,,,
2368,05/30/20 11:00:00 PM,12.497,,,,
2369,05/30/20 11:10:00 PM,12.497,,,,
2370,05/30/20 11:20:00 PM,12.497,,,,
2371,05/30/20 11:30:00 PM,12.497,,,,
2372,05/30/20 11:40:00 PM,12.497,,,,
2373,05/30/20 11:50:00 PM,12.497,,,,
2374,05/31/20 12:00:00 AM,12.497,,,,
2375,05/31/20 12:10:00 AM,12.497,,,,
2376,05/31/20 12:20:00 AM,12.594,,,,
2377,05/31/20 12:30:00 AM,12.594,,,,
2378,05/31/20 12:40:00 AM,12.594,,,,
2379,05/31/20 12:50:00 AM,12.594,,,,
2380,05/31/20 01:00:00 AM,12.497,,,,
2381,05/31/20 01:10:00 AM,12.497,,,,
2382,05/31/20 01:20:00 AM,12.594,,,,
2383,05/31/20 01:30:00 AM,12.497,,,,
2384,05/31/20 01:40:00 AM,12.497,,,,
2385,05/31/20 01:50:00 AM,12.497,,,,
2386,05/31/20 02:00:00 AM,12.497,,,,
2387,05/31/20 02:10:00 AM,12.497,,,,
2388,05/31/20 02:20:00 AM,12.594,,,,
2389,05/31/20 02:30:00 AM,12.497,,,,
2390,05/31/20 02:40:00 AM,12.401,,,,
2391,05/31/20 02:50:00 AM,12.497,,,,
2392,05/31/20 03:00:00 AM,12.401,,,,
2393,05/31/20 03:10:00 AM,12.497,,,,
2394,05/31/20 03:20:00 AM,12.497,,,,
2395,05/31/20 03:30:00 AM,12.497,,,,
2396,05/31/20 03:40:00 AM,12.497,,,,
2397,05/31/20 03:50:00 AM,12.594,,,,
2398,05/31/20 04:00:00 AM,12.690,,,,
2399,05/31/20 04:10:00 AM,12.690,,,,
2400,05/31/20 04:20:00 AM,12.690,,,,
2401,05/31/20 04:30:00 AM,12.594,,,,
2402,05/31/20 04:40:00 AM,12.594,,,,
2403,05/31/20 04:50:00 AM,12.497,,,,
2404,05/31/20 05:00:00 AM,12.497,,,,
2405,05/31/20 05:10:00 AM,12.497,,,,
2406,05/31/20 05:20:00 AM,12.497,,,,
2407,05/31/20 05:30:00 AM,12.497,,,,
2408,05/31/20 05:40:00 AM,12.497,,,,
2409,05/31/20 05:50:00 AM,12.594,,,,
2410,05/31/20 06:00:00 AM,12.594,,,,
2411,05/31/20 06:10:00 AM,12.401,,,,
2412,05/31/20 06:20:00 AM,12.304,,,,
2413,05/31/20 06:30:00 AM,12.401,,,,
2414,05/31/20 06:40:00 AM,12.304,,,,
2415,05/31/20 06:50:00 AM,12.401,,,,
2416,05/31/20 07:00:00 AM,12.401,,,,
2417,05/31/20 07:10:00 AM,12.304,,,,
2418,05/31/20 07:20:00 AM,12.304,,,,
2419,05/31/20 07:30:00 AM,12.304,,,,
2420,05/31/20 07:40:00 AM,12.401,,,,
2421,05/31/20 07:50:00 AM,12.401,,,,
2422,05/31/20 08:00:00 AM,12.304,,,,
2423,05/31/20 08:10:00 AM,12.304,,,,
2424,05/31/20 08:20:00 AM,12.207,,,,
2425,05/31/20 08:30:00 AM,12.110,,,,
2426,05/31/20 08:40:00 AM,12.013,,,,
2427,05/31/20 08:50:00 AM,11.916,,,,
2428,05/31/20 09:00:00 AM,12.013,,,,
2429,05/31/20 09:10:00 AM,12.013,,,,
2430,05/31/20 09:20:00 AM,12.013,,,,
2431,05/31/20 09:30:00 AM,12.110,,,,
2432,05/31/20 09:40:00 AM,12.110,,,,
2433,05/31/20 09:50:00 AM,12.207,,,,
2434,05/31/20 10:00:00 AM,12.304,,,,
2435,05/31/20 10:10:00 AM,12.304,,,,
2436,05/31/20 10:20:00 AM,12.401,,,,
2437,05/31/20 10:30:00 AM,12.401,,,,
2438,05/31/20 10:40:00 AM,12.497,,,,
2439,05/31/20 10:50:00 AM,12.497,,,,
2440,05/31/20 11:00:00 AM,12.497,,,,
2441,05/31/20 11:10:00 AM,12.497,,,,
2442,05/31/20 11:20:00 AM,12.594,,,,
2443,05/31/20 11:30:00 AM,12.497,,,,
2444,05/31/20 11:40:00 AM,12.497,,,,
2445,05/31/20 11:50:00 AM,12.497,,,,
2446,05/31/20 12:00:00 PM,12.497,,,,
2447,05/31/20 12:10:00 PM,12.497,,,,
2448,05/31/20 12:20:00 PM,12.497,,,,
2449,05/31/20 12:30:00 PM,12.497,,,,
2450,05/31/20 12:40:00 PM,12.497,,,,
2451,05/31/20 12:50:00 PM,12.497,,,,
2452,05/31/20 01:00:00 PM,12.401,,,,
2453,05/31/20 01:10:00 PM,12.401,,,,
2454,05/31/20 01:20:00 PM,12.401,,,,
2455,05/31/20 01:30:00 PM,12.497,,,,
2456,05/31/20 01:40:00 PM,12.497,,,,
2457,05/31/20 01:50:00 PM,12.594,,,,
2458,05/31/20 02:00:00 PM,12.594,,,,
2459,05/31/20 02:10:00 PM,12.594,,,,
2460,05/31/20 02:20:00 PM,12.594,,,,
2461,05/31/20 02:30:00 PM,12.594,,,,
2462,05/31/20 02:40:00 PM,12.690,,,,
2463,05/31/20 02:50:00 PM,12.690,,,,
2464,05/31/20 03:00:00 PM,12.787,,,,
2465,05/31/20 03:10:00 PM,12.787,,,,
2466,05/31/20 03:20:00 PM,12.690,,,,
2467,05/31/20 03:30:00 PM,12.690,,,,
2468,05/31/20 03:40:00 PM,12.787,,,,
2469,05/31/20 03:50:00 PM,12.787,,,,
2470,05/31/20 04:00:00 PM,12.883,,,,
2471,05/31/20 04:10:00 PM,12.883,,,,
2472,05/31/20 04:20:00 PM,12.690,,,,
2473,05/31/20 04:30:00 PM,12.594,,,,
2474,05/31/20 04:40:00 PM,12.594,,,,
2475,05/31/20 04:50:00 PM,12.594,,,,
2476,05/31/20 05:00:00 PM,12.594,,,,
2477,05/31/20 05:10:00 PM,12.594,,,,
2478,05/31/20 05:20:00 PM,12.594,,,,
2479,05/31/20 05:30:00 PM,12.594,,,,
2480,05/31/20 05:40:00 PM,12.497,,,,
2481,05/31/20 05:50:00 PM,12.497,,,,
2482,05/31/20 06:00:00 PM,12.497,,,,
2483,05/31/20 06:10:00 PM,12.304,,,,
2484,05/31/20 06:20:00 PM,12.304,,,,
2485,05/31/20 06:30:00 PM,12.110,,,,
2486,05/31/20 06:40:00 PM,12.013,,,,
2487,05/31/20 06:50:00 PM,12.013,,,,
2488,05/31/20 07:00:00 PM,11.916,,,,
2489,05/31/20 07:10:00 PM,11.916,,,,
2490,05/31/20 07:20:00 PM,11.916,,,,
2491,05/31/20 07:30:00 PM,12.013,,,,
2492,05/31/20 07:40:00 PM,12.013,,,,
2493,05/31/20 07:50:00 PM,12.013,,,,
2494,05/31/20 08:00:00 PM,11.916,,,,
2495,05/31/20 08:10:00 PM,12.013,,,,
2496,05/31/20 08:20:00 PM,12.110,,,,
2497,05/31/20 08:30:00 PM,12.110,,,,
2498,05/31/20 08:40:00 PM,12.207,,,,
2499,05/31/20 08:50:00 PM,12.304,,,,
2500,05/31/20 09:00:00 PM,12.304,,,,
2501,05/31/20 09:10:00 PM,12.401,,,,
2502,05/31/20 09:20:00 PM,12.497,,,,
2503,05/31/20 09:30:00 PM,12.594,,,,
2504,05/31/20 09:40:00 PM,12.594,,,,
2505,05/31/20 09:50:00 PM,12.690,,,,
2506,05/31/20 10:00:00 PM,12.690,,,,
2507,05/31/20 10:10:00 PM,12.690,,,,
2508,05/31/20 10:20:00 PM,12.690,,,,
2509,05/31/20 10:30:00 PM,12.690,,,,
2510,05/31/20 10:40:00 PM,12.690,,,,
2511,05/31/20 10:50:00 PM,12.594,,,,
2512,05/31/20 11:00:00 PM,12.497,,,,
2513,05/31/20 11:10:00 PM,12.497,,,,
2514,05/31/20 11:20:00 PM,12.497,,,,
2515,05/31/20 11:30:00 PM,12.497,,,,
2516,05/31/20 11:40:00 PM,12.401,,,,
2517,05/31/20 11:50:00 PM,12.497,,,,
2518,06/01/20 12:00:00 AM,12.594,,,,
2519,06/01/20 12:10:00 AM,12.594,,,,
2520,06/01/20 12:20:00 AM,12.497,,,,
2521,06/01/20 12:30:00 AM,12.304,,,,
2522,06/01/20 12:40:00 AM,12.207,,,,
2523,06/01/20 12:50:00 AM,12.013,,,,
2524,06/01/20 01:00:00 AM,12.013,,,,
2525,06/01/20 01:10:00 AM,11.916,,,,
2526,06/01/20 01:20:00 AM,11.819,,,,
2527,06/01/20 01:30:00 AM,11.916,,,,
2528,06/01/20 01:40:00 AM,12.013,,,,
2529,06/01/20 01:50:00 AM,12.110,,,,
2530,06/01/20 02:00:00 AM,12.110,,,,
2531,06/01/20 02:10:00 AM,12.207,,,,
2532,06/01/20 02:20:00 AM,12.207,,,,
2533,06/01/20 02:30:00 AM,12.304,,,,
2534,06/01/20 02:40:00 AM,12.401,,,,
2535,06/01/20 02:50:00 AM,12.497,,,,
2536,06/01/20 03:00:00 AM,12.497,,,,
2537,06/01/20 03:10:00 AM,12.594,,,,
2538,06/01/20 03:20:00 AM,12.690,,,,
2539,06/01/20 03:30:00 AM,12.787,,,,
2540,06/01/20 03:40:00 AM,12.690,,,,
2541,06/01/20 03:50:00 AM,12.787,,,,
2542,06/01/20 04:00:00 AM,12.690,,,,
2543,06/01/20 04:10:00 AM,12.787,,,,
2544,06/01/20 04:20:00 AM,12.883,,,,
2545,06/01/20 04:30:00 AM,12.980,,,,
2546,06/01/20 04:40:00 AM,12.980,,,,
2547,06/01/20 04:50:00 AM,13.076,,,,
2548,06/01/20 05:00:00 AM,12.980,,,,
2549,06/01/20 05:10:00 AM,12.980,,,,
2550,06/01/20 05:20:00 AM,12.883,,,,
2551,06/01/20 05:30:00 AM,12.690,,,,
2552,06/01/20 05:40:00 AM,12.690,,,,
2553,06/01/20 05:50:00 AM,12.594,,,,
2554,06/01/20 06:00:00 AM,12.594,,,,
2555,06/01/20 06:10:00 AM,12.497,,,,
2556,06/01/20 06:20:00 AM,12.497,,,,
2557,06/01/20 06:30:00 AM,12.497,,,,
2558,06/01/20 06:40:00 AM,12.594,,,,
2559,06/01/20 06:50:00 AM,12.594,,,,
2560,06/01/20 07:00:00 AM,12.594,,,,
2561,06/01/20 07:10:00 AM,12.690,,,,
2562,06/01/20 07:20:00 AM,12.594,,,,
2563,06/01/20 07:30:00 AM,12.594,,,,
2564,06/01/20 07:40:00 AM,12.594,,,,
2565,06/01/20 07:50:00 AM,12.497,,,,
2566,06/01/20 08:00:00 AM,12.401,,,,
2567,06/01/20 08:10:00 AM,12.304,,,,
2568,06/01/20 08:20:00 AM,12.207,,,,
2569,06/01/20 08:30:00 AM,12.013,,,,
2570,06/01/20 08:40:00 AM,11.916,,,,
2571,06/01/20 08:50:00 AM,11.916,,,,
2572,06/01/20 09:00:00 AM,11.916,,,,
2573,06/01/20 09:10:00 AM,11.916,,,,
2574,06/01/20 09:20:00 AM,11.916,,,,
2575,06/01/20 09:30:00 AM,12.013,,,,
2576,06/01/20 09:40:00 AM,12.013,,,,
2577,06/01/20 09:50:00 AM,12.013,,,,
2578,06/01/20 10:00:00 AM,11.916,,,,
2579,06/01/20 10:10:00 AM,12.013,,,,
2580,06/01/20 10:20:00 AM,12.013,,,,
2581,06/01/20 10:30:00 AM,11.916,,,,
2582,06/01/20 10:40:00 AM,12.013,,,,
2583,06/01/20 10:50:00 AM,12.110,,,,
2584,06/01/20 11:00:00 AM,12.110,,,,
2585,06/01/20 11:10:00 AM,12.207,,,,
2586,06/01/20 11:20:00 AM,12.304,,,,
2587,06/01/20 11:30:00 AM,12.304,,,,
2588,06/01/20 11:40:00 AM,12.304,,,,
2589,06/01/20 11:50:00 AM,12.401,,,,
2590,06/01/20 12:00:00 PM,12.401,,,,
2591,06/01/20 12:10:00 PM,12.497,,,,
2592,06/01/20 12:20:00 PM,12.497,,,,
2593,06/01/20 12:30:00 PM,12.594,,,,
2594,06/01/20 12:40:00 PM,12.594,,,,
2595,06/01/20 12:50:00 PM,12.594,,,,
2596,06/01/20 01:00:00 PM,12.690,,,,
2597,06/01/20 01:10:00 PM,12.690,,,,
2598,06/01/20 01:20:00 PM,12.690,,,,
2599,06/01/20 01:30:00 PM,12.690,,,,
2600,06/01/20 01:40:00 PM,12.690,,,,
2601,06/01/20 01:50:00 PM,12.690,,,,
2602,06/01/20 02:00:00 PM,12.594,,,,
2603,06/01/20 02:10:00 PM,12.594,,,,
2604,06/01/20 02:20:00 PM,12.594,,,,
2605,06/01/20 02:30:00 PM,12.594,,,,
2606,06/01/20 02:40:00 PM,12.690,,,,
2607,06/01/20 02:50:00 PM,12.594,,,,
2608,06/01/20 03:00:00 PM,12.497,,,,
2609,06/01/20 03:10:00 PM,12.497,,,,
2610,06/01/20 03:20:00 PM,12.401,,,,
2611,06/01/20 03:30:00 PM,12.401,,,,
2612,06/01/20 03:40:00 PM,12.401,,,,
2613,06/01/20 03:50:00 PM,12.304,,,,
2614,06/01/20 04:00:00 PM,12.207,,,,
2615,06/01/20 04:10:00 PM,12.110,,,,
2616,06/01/20 04:20:00 PM,12.304,,,,
2617,06/01/20 04:30:00 PM,12.304,,,,
2618,06/01/20 04:40:00 PM,12.304,,,,
2619,06/01/20 04:50:00 PM,12.401,,,,
2620,06/01/20 05:00:00 PM,12.497,,,,
2621,06/01/20 05:10:00 PM,12.497,,,,
2622,06/01/20 05:20:00 PM,12.594,,,,
2623,06/01/20 05:30:00 PM,12.594,,,,
2624,06/01/20 05:40:00 PM,12.594,,,,
2625,06/01/20 05:50:00 PM,12.594,,,,
2626,06/01/20 06:00:00 PM,12.690,,,,
2627,06/01/20 06:10:00 PM,12.690,,,,
